Title,Date,Link,Content
Maersk will operate the world’s first carbon neutral containership by 2023 in big methanol breakthrough,"February 17, 2021",https://splash247.com/maersk-will-operate-the-worlds-first-carbon-neutral-containership-by-2023-in-big-methanol-breakthrough/,"Maersk today officially fast-tracked its decarbonisation plans, with a methanol-fuelled 2,000 teu feeder vessel set to be ordered this year to begin operating in 2023. The world’s largest container line also said today that all future Maersk owned newbuildings will have dual fuel technology installed.
“A.P. Moller – Maersk’s ambition is to lead the way in decarbonising global logistics. Our customers expect us to help them decarbonise their global supply chains, and we are embracing the challenge, working on solving the practical, technical and safety challenges inherent in the carbon neutral fuels we need in the future. Our ambition to have a carbon neutral fleet by 2050 was a moonshot when we announced in 2018. Today we see it as a challenging, yet achievable target to reach,” said Søren Skou, CEO of A.P. Moller – Maersk.
Around half of Maersk’s 200 largest customers have set – or are in the process of setting – ambitious science-based or zero carbon targets for their supply chains, and the figure is on the rise.
Maersk’s methanol feeder vessel will be deployed in one of its intra-regional networks, likely Europe. While the vessel will be able to operate on standard VLSFO, the plan is to operate the vessel on carbon neutral e-methanol or sustainable bio-methanol from day one.

It will be a significant challenge to source an adequate supply of carbon neutral methanol within our timeline to pioneer this technology
“It will be a significant challenge to source an adequate supply of carbon neutral methanol within our timeline to pioneer this technology. Our success relies on customers embracing this groundbreaking product and strengthened collaboration with fuel manufacturers, technology partners and developers to ramp up production fast enough. We believe our aspiration to put the world’s first carbon neutral liner vessel in operation by 2023 is the best way to kick start the rapid scaling of carbon neutral fuels we will need,” said Henriette Hallberg Thygesen, CEO of fleet and strategic brands, A.P. Moller – Maersk.
Both the methanol-fueled feeder vessel and the decision to install dual fuel engines on future newbuildings are part of Maersk’s ongoing fleet replacement.
Details of exactly where and when the groundbreaking ship will be built have yet to be made public. A spokesperson for Maersk told Splash today: “The concept design is finalised and we are currently in discussions with equipment suppliers and yards. It is crucial to find the right partners who are ready to engage development resources into such a step change of the industry.”
Maersk reiterated today that it sees methanol, alcohol-lignin blends and ammonia as shipping’s primary fuel candidates for the future.
Some of the biggest names across the Danish transport spectrum including Maersk joined forces last year to produce renewable methanol. Maersk, Copenhagen Airports, DSV Panalpina, roro operator DFDS, airline SAS and utility firm Ørsted have partnered to develop an industrial-scale production facility to produce sustainable fuels including renewable methanol for Maersk vessels. The renewable methanol pathway identified by Maersk is promising, the carrier stated in a release in 2019, because it is liquid at normal temperature and there are existing markets, known execution and infrastructure which can be extended. It is also not a highly toxic product.
The Methanol Institute, which advocates for the adoption of methanol as a fuel in marine and other transport modes, welcomed today’s feeder ship breakthrough news.
Chris Chatterton, COO of the Methanol Institute, said: “Maersk is once again showing industry leadership in adopting renewable methanol as a key plank in its strategy towards carbon neutrality.”
We need industry leaders like Maersk to share research and learnings
Speaking in a January episode of the Outrage and Optimism podcast, which focused on the future of shipping, Skou first revealed Maersk’s plans to order carbon neutral ships within the next three years, starting off with smaller tonnage ships aimed at regional trades, before taking the knowledge and experience from this landmark first generation of new ships to order a round of larger boxships.

Maersk has eschewed new orders lately and has avoided going down the LNG-fuelled path of many of its rivals.
In December 2018, Maersk came out as the first major shipping line to pledge to be carbon neutral by 2050.
In July 2020, A.P. Moller – Maersk together with other large companies such as Nike, Microsoft, Starbucks, Danone and Mercedez-Benz entered the climate coalition Transform to Net Zero, which aims to deliver guidance and business plans to enable a transformation to net zero emissions, as well as research, advocacy, and best practices to make it easier for the private sector to not only set ambitious goals—but also deliver meaningful emissions reductions and economic success
Earlier this month the coalition put out a position paper for priorities for this year and in the decades to come.
The paper noted that members would work in 2021 to pilot the end-to-end decarbonisation of value chains, developing a roadmap for company action to achieve a “just and inclusive” net zero transformation.
“The industry has come together to work on the decarbonisation issue, which requires collaboration across the value chain – from the fuel suppliers to the classification societies to the ports and shipowners,” Andrew Stephens, the executive director of the Sustainable Shipping Initiative, told Splash last month.
“First movers are an essential part of this chain, investing into R&D for sustainable zero carbon fuels and setting their ambitions above what is expected and leading the way. We need industry leaders like Maersk to share research and learnings to enable and accelerate the industry’s transition to zero emissions,” Stephens said.
Today is a pretty amazing day for the team here. We have accelerated our net zero strategy and committed to ONLY order carbon neutral ready ships from now, starting with a methanol vessel in 2023. So proud of the @maersk team!!! #ThisIsNotAMoonShot #Leadership https://t.co/ypMTcwTtSL
"
Fuel price spread at world’s top bunkering hubs now firmly in triple-digit territory,"February 8, 2021",https://splash247.com/fuel-price-spread-at-worlds-top-bunkering-hubs-now-firmly-in-triple-digit-territory/,"The price spread between low (VLSFO) and high (HSFO) sulphur fuel oil continues to widen across the world.
Lorentzen & Stemoco noted in an update to clients today that the spread – often called the Hi5 – is now above $100 per ton in all the major bunkering hubs for the first time since before coronavirus was labelled a pandemic 11 months ago.
“In Fujairah, where the spread is the highest at $128 per ton, that spread can go into savings for a scrubber-fitted VLCC running on HSFO so that some $7,500 a day less is spent on bunkers on a laden voyage, assuming consumption of 60 tons a day,” the broker observed.
Braemar ACM’s tanker analysts pointed out in a market update that with the recent rise in bunker prices, the price differentials are beginning to make eco and scrubber vessels look more attractive for term business.
Prior to the onset of the global sulphur cap at the start of 2020, a price gap of $150 was deemed as the absolute outlier in terms of owners making a swift return on investment for their scrubber outlays.
"
Fuel price spread back in the spotlight,"January 29, 2021",https://splash247.com/fuel-price-spread-back-in-the-spotlight/,"With the fuel price spread between low and high sulphur fuel oil now firmly back in triple digit territory in Singapore, the world’s top bunkering hub, for most of this month, shipping lines – and scrubber manufacturers – are looking ahead to assess whether the gap will widen or stay at levels reached in January.
Since early November, the spread has widened steadily so that it now stands at $92 per tonne in Rotterdam and $112.5 per tonne in Singapore.
“Current marine fuel futures prices imply that this spread should remain relatively close to today’s levels over the next two years at both hubs,” Alphatanker stated in its most recent weekly report.
Peter Sand, chief shipping economist at BIMCO, predicted earlier that the price spread between shipping’s top two fuels would stick at around $100 per tonne within a band of $20 per tonne.

Current marine fuel futures prices imply that this spread should remain relatively close to today’s levels over the next two years
The price gap globally today stands at $75, according to the latest data from Ship & Bunker.
Alphatanker pointed out this week that an important driver widening spreads has been a low sulphur tighter middle distillate market of late. These have tightened amid seasonal heating demand with certain major markets such as the US Northeast, North Asia and central Europe still having a significant portion of their residential space heating demand accounted for by either heating oil (US and Europe) or kerosene (North Asia). In turn, higher middle distillate prices have fed into stronger VLSFO prices since low sulphur middle distillates are blended into many, although not all, VLSO grades.
“All told, while we consider that spreads reaching $150/mt is possible this year, we consider that a spread of $200/mt is highly unlikely unless crude prices were to move closer to $70/bbl,” Alphatanker predicted.
Bunker market analysts MABUX said this week the forecast price for Brent in 2021 is projected to be $60 to $65 per barrel, meaning the ship fuel price gap will grow moderately this year, reaching $120 to $130 in the medium outlook.
Alphatanker said the outlook for scrubber economics is now far brighter than four months ago. However, these economics remain far below which many shipowners were looking to when deciding whether to retrofit scrubbers on their ships.
Prior to the onset of the global sulphur cap at the start of 2020, a price gap of $150 was deemed as the absolute outlier in terms of owners making a swift return on investment for their scrubber outlays.
Alphatanker calculations suggest that a scrubber retrofitted to a tanker leaving drydock today would take three to four years to pay off, depending on tanker type plus the number of days at sea, compared with pre-IMO 2020 expectations that such an investment would be paid off within two years.
Statistics from DNV GL show that 7.5% of the commercial fleet has either ordered or already installed a scrubber."
LNG as a fuel through to 2050,"January 13, 2021",https://splash247.com/lng-as-a-fuel-through-to-2050/,"Peter Keller, SEA-LNG chairman, writes for Splash today
2020 was a year of tough choices for everyone in shipping. But one of the most important – the fuel choice that will get us to the IMO’s 2050 decarbonisation goals – just got a lot simpler. While existing fleets will have no choice to make significant efficiency and performance improvements, deepsea vessel owners considering a newbuild have a clear choice. They can start using LNG now, which is proven, delivers immediate GHG emission reductions, and is globally available with a fast-growing bunkering network. Alternatively, they can spend the next decade or more continuing to play for time and run the risk of replacing a vessel’s engine at a significant cost later or losing use of their asset value. In the meantime, they will not be contributing to the environmental improvements that are so badly needed but in fact exacerbating the problem.
Perfect zero-carbon fuel or unicorn?
We know that once emitted, GHGs cannot be easily removed from the atmosphere and will create further warming. Why wait for the perfect fuel – if such a thing exists – when we can start reducing GHGs now by using LNG, and at the same time enjoy the air quality benefits it delivers over other fuels.
It is perhaps counter intuitive to suggest that a fossil fuel like LNG provides a pathway to zero carbon. However, the reality is that it can and we cannot wait for a zero-carbon fuel. Our global economy dictates that ships must keep working.
Long term, various alternative fuels may become plausible and research is warranted. Today, however, we need to pick the fuel that is going to provide benefits now and move us in a positive direction for tomorrow. We must make this decision on a well-to-wake basis, so we can gauge the real consequences. Alternative fuels such as ammonia and hydrogen may emit no GHG when used in propulsion systems, such as internal combustion engines or fuel cells, but their overall, well-to-wake emissions depend on how they are produced. Only if they are produced from renewable energy such as wind and solar can they truly be ‘zero-emissions’ fuels. However, if they are produced from fossil fuels, as is the case now and for the foreseeable future, then their well-to-wake emissions can be far higher than those from fuels such as LNG. As yet, comprehensive analysis of alternatives has not been undertaken. We need this detailed data-based analysis if we are going to be able to truly assess the options on a level playing field and avoid unintended consequences.
LNG’s pathway to zero is significantly shorter and less risky than others. It requires a fraction of the R&D required by alternatives. Moreover, we are already seeing bio-LNG effectively being used as a drop-in fuel. The bio-LNG being sold today is sourced sustainably from waste and agricultural residues and does not compete with food crops or result in deforestation.
While bio-LNG production is not yet at a scale where it can power the deep-sea fleet, it is accelerating quickly on a global basis and is closer to being scalable than any other option. The 2020 CE Delft study clearly and factually confirms this important assumption. Synthetic LNG is also under development, but unlikely to be available at scale for at least a decade.
The clear advantage of LNG is that we can have our cake and eat it today. We can reduce emissions now, gradually increase those benefits by using bio-LNG, and then eventually take advantage of synthetic LNG when it does eventually scale. The aggressive IMO goals are in reach with LNG and the bio-LNG pathway. We are already seeing forward thinking operators like CMA-CGM introducing bio LNG into their fuel mix.
Poseidon Principles-compliant finance
As banks increasingly align with green finance principles, LNG offers potential financing benefits for newbuilds. For example, it provides an ‘extended compliance runway’ under the Poseidon Principles. An investor can gain up to eight years of more favourable financing terms compared with vessels fuelled by conventional marine fuels such as HSFO, VLSFO, and MGO. The use of bio-LNG as a drop-in fuel can extend this even further. That means you can start reducing your emissions now and enjoy the benefits of Poseidon Principles-compliant finance for the longer term.
As bio-LNG products become more readily available on a global basis, further reductions in carbon will be the result and IMO targets will be met. LNG and bio-LNG products have the important added advantage of essentially eliminating SOx, dramatically reducing NOx, as well as eliminating black carbon and particulate emissions. These important global health benefits cannot and should not be overlooked.
Existing infrastructure
The LNG infrastructure already exists and is available to support bio or synthetic LNG. This infrastructure is growing almost daily and has a proven safety record over decades of use. LNG cannot pollute our waterways, it is non-toxic, and ports around the world are facilitating the development of LNG bunkering facilities. Alternatives such as ammonia and hydrogen will require entirely new and costly supply chains for fuel production, transportation, and vessel bunkering. Further, will the seafaring and port communities accept the significant safety risks posed by the use of these fuels at scale? And the question of who will pay for these reportedly trillion-dollar infrastructure investments is an open but critical question.
No fuel is perfect, and there are always obstacles to overcome. Methane slip onboard vessels and within the fuel supply chain does happen. New engine technologies that dramatically reduce this risk are emerging quickly. It is a temporary problem with a technical fix, not a fundamental issue with the fuel. Upstream developments to deal with methane emissions in LNG supply chains are also advancing at pace. Other alternative fuels, like ammonia, have issues with slip in the engine combustion cycle that needs to be addressed given the toxicity of the product. Similarly, there are very practical problems to overcome with the super-cryogenic storage onboard vessels of hydrogen. These matters are being overlooked in the current discussions but need to be addressed with urgency.
Conventional marine fuels also benefit from existing infrastructure. It might be tempting for some to continue a business-as-usual pathway for their newbuild vessel investments based on HFO and Exhaust Gas Cleaning Systems (EGCS). However, the clock is ticking for EGCS’s and neither they nor the use of VLSFO does anything to mitigate GHG’s.
Futureproofing with dual fuel engines
Engine manufacturers are designing and building LNG dual-fuel engines that are or will be capable of using many of the future fuels being discussed, including bio and synthetic LNG. This protects the capital investments made by vessel owners today and reduces future fuel risks, regardless of whether technologies change or not.
For vessel owners looking to invest in new tonnage today, the choice is clear. You can start to reduce emissions now while protecting the future. Waiting for a zero-carbon alternative might seem attractive but the future is still a long way off and the technology required is not proven. Waiting is not an option as it both exacerbates the growing GHG emissions issues and does not provide the essential air quality benefits derived from LNG. The journey of a thousand miles starts with a single step, and the sooner we start the journey the better. Waiting is not an option.
"
Aon launches industry-first fuel price insurance,"January 12, 2021",https://splash247.com/aon-launches-industry-first-fuel-price-insurance/,"Aon has launched a new fuel insurance solution, designed to help companies – including shipping lines – protect against rising fuel costs.
Backed by AAA-rated credit insurance, the coverage will be activated if the cost of fuel rises and exceeds an agreed limit providing shipowners with an alternative to bunker hedging. The policy will cover the difference between the agreed price and the higher price, paid out monthly, to help companies manage their fuel cost exposure and avoid significant spikes in market price.
Chris Bhatt, global head of sales, marine, Aon, said: “Aon is committed to identifying, understanding and developing innovative solutions to meet our clients’ evolving needs. With the launch of this solution, we are pleased to support our clients as they navigate an increasingly complex commercial environment and address long-tail risks to promote corporate resiliency and sustainability.”
Bunker fuel prices have been creeping up in recent weeks. Analysis published on Sunday from Copenhagen’s Sea-Intelligence shows for VLSFO fuel, the price has increased 35% from November 1, 2020 to January 8, 2021."
Fuel price spread heads towards triple-digit territory,"December 17, 2020",https://splash247.com/fuel-price-spread-heads-towards-triple-digit-territory/,"Emblematic of the topsy-turvy year shipping has endured, the Hi5, the spread between high and low sulphur fuel oil is closing out 2020 heading into triple-digit territory.
This time last year – before the world was plunged into a pandemic – the January 1 global sulphur cap introduction and its subsequent effects on the two main bunker fuels was expected to be one of the main talking points for shipping throughout 2020. In the end, the legislation came into force, the new low sulphur fuel was bought and used with little problem and the price differential with high sulphur fuel oil – the so-called Hi5 – collapsed within the opening weeks of the year, even before coronavirus was declared a global pandemic in March.

The spread has already crossed $100 per ton at Houston and other bunker hubs seem on track to follow
From an all-time high of $343 per ton in the first week of the year, the Hi5 has sat stubbornly in the $50 to $65 range for most of 2020. However, over the past five weeks the price differential has consistently risen (see chart below) to nudge towards the $80 mark among the world’s top 20 largest bunkering hubs.
In Houston, the largest bunkering hub in the Americas, the $100 mark has already been broken with Fujairah, the Middle East’s top spot for marine fuel, not far behind. The price differential in Singapore and Rotterdam stood at $73.50 and $81.25 respectively today.
“The spread has already crossed $100 per ton at Houston, where the tendency is strongest, and the other bunker hubs seem on track to follow,” commented Christian Plum, co-founder of BunkerMetric, a Denmark-based digital technology firm. BunkerMetric has detected that low sulphur fuel oil prices lately are correlating more closely to Gasoil prices rather than heavy sulphur fuel oil.
BIMCO’s chief shipping analyst, Peter Sand, told Splash today that the next level of “oil market normalisation” began in early November as news about the vaccines coming soon broke. This lifted crude oil prices and bunker prices too.
BIMCO is predicting the $100 price differential mark could be broken in Singapore, the world’s top bunkering hub, as early as next month. The shipping organisation believes the post-Covid-19 normalised spread will likely stick at around $100 within a band of $20 per ton.
Ahead of the sulphur cap coming into force a price differential of $150 per ton was seen as the absolute outlier in terms of timely payback times for those who had invested in scrubbers. Given the low Hi-5 numbers seen throughout 2020, analysts contacted by Splash suggest this number has crept up to $200 for 2021 and 2022.
“The widening of the spread has been driven by three factors: continued economic recovery in Asia, which has increased demand for light products that compete against VLSFO in the refinery process, current subdued demand for HSFO, and an increase in outright prices overall, which tends to widen spreads,” commented Mark Waddington from Channoil Consulting.
On the bunker futures markets, Chris Hudson, a director at Freight Investor Services (FIS) in London, said the spread difference for the front month future has recovered from around $57 at the end of October to over $80 currently, and on the Cal 21 period from $70 to $94. 
“The main driving forces behind this shift is a return to some normality on 0.5% demand, with shipping operations recovering somewhat from the global lockdowns, as well as the dwindling strength of pricings on the old HSFO,” Hudson explained.
Latest data from Clarksons Research shows scrubbers have been installed on 4.1% of all ships trading today and are pencilled in for 12.4% of all vessels contracted at shipyards.
"
The consensus for an effective carbon price for shipping,"December 16, 2020",https://splash247.com/the-consensus-for-an-effective-carbon-price-for-shipping/,"Channoil Consulting in collaboration with Gibson Shipbrokers have produced a paper offering views and analysis of the route to 2050, crunching the numbers of fuel prices.
The world is under increasing pressure to decarbonise. Historically, the shipping sector has been somewhat exempt from external pressure to improve emissions, but this is changing fast. We have investigated the context of decarbonisation in the maritime sector, take a reality check on the fuelling options and likely short-term solutions, and examine fuel economics for the likely short-term options.
The fuels that are readily available for the maritime sector today are the conventional fuels of VLSFO, or HFO using abatement scrubbing systems, Marine Gasoil, bio-derived fuels using FAME or HVO, and lastly LNG.
We have focussed our assessment on the near term. Prices for most fossil fuels are currently depressed due to lack of demand: VLSFO and Marine Gasoil are at historically low multiples against Brent crude oil. LNG is oversupplied and priced accordingly. The biofuel grades price higher due to the high costs of production, these costs being supported by demand driven by various mandates on their use.
Using current prices for these grades and the appropriate fuel consumption, based on fuel energy content, allows us to draw a comparison between the various fuel grades as shown below.
As of today, there is no carbon levy on the maritime sector. And in today’s price environment, LNG is a hands-down winner. It gives a saving of around $7,700 per day versus VLSFO, based on a VLCC’s typical daily consumption, so this could amount to a total saving on fuel of $2,800,000 per year.
A VLCC making a fuel saving of $5,000/day could very well be able to justify the additional $14m investment and generate an IRR of 10% over a 15-year period.
Unsurprisingly, HVO and FAME are completely uncompetitive against other grades in the absence of a carbon trading scheme.
Using an indicative current value of the EU ETS CO2 price of €30, there is little change to this picture. Indeed, LNG benefits from its lower GHG intensity, but HVO and FAME continue to be outcompeted both by LNG and by conventional fossil fuels.
It is also worth noting that the trends for both the carbon costs and VLSFO/MGO prices are to increase, the former as and when the price of crude oil recovers, the latter as decarbonisation agendas build momentum, whilst the trend for the relative LNG price is to stay low, as there is oversupply for the next 10 years. So, the fuel cost benefit for dual LNG fuel ships could increase further.
Trafigura has recently proposed an industry levy of $250-$300 per tonne of CO2 emitted, on high GHG fuels as a means of accelerating the decarbonisation transition in Marine. This is the level required to make the biodiesel HVO and FAME grades competitive against fossil fuels, as shown below:
But the high carbon price, while bringing HVO and FAME more on a par with fossil fuels, would also provide a huge incentive to LNG.
We have focussed our analysis of current fuel alternatives. When considering lower carbon options, the likes of blue or green ammonia, hydrogen or methanol are simply not a realistic option at present. This then leaves LNG and biodiesels as alternatives to fossil fuels.
Even without a carbon scheme, LNG looks very attractive and we would expect the current trend towards investment in LNG bunkering infrastructure to continue. The daily benefits are likely to support dual fuel vessel investment plans.
As and when the maritime sector is brought into the EU ETS, it would take a huge increase in the current carbon price for ship owners to deviate from their current fuel mix. A higher carbon levy could provide an attractive additional boost for LNG.
However, the ETS covers many consumption sectors, including heavy industry and commerce, all of which can be served by green energy options that require a lower carbon price than that needed to make HVO or FAME compete against fossil fuels.
The consensus for an effective carbon price for the maritime sector appears to fall somewhere in the $100 to $150 per tonne CO2e range. We think it unlikely that a carbon price in the EU ETS would move high enough to support the introduction of HVO or FAME at any significant level for Marine use. This sector would require its own separate approach, as advocated by Trafigura. What this analysis further shows us clearly, is that HVO and FAME are among the most expensive green fuels, which should in the long term restrict their use to sectors where there is no feasible alternative. Shipping is not one of these sectors in the long run.
Finally, investors in an LNG bunkering facility or a dual fuel vessel are likely to be considering a 20-year time horizon. An important consideration will be how these assets can be recycled for use with future fuels such as ammonia and hydrogen once they become available at scale and at a cost-effective price."
BunkerMetric: Savings from transparency,"December 14, 2020",https://splash247.com/bunkermetric-savings-from-transparency/,"As the shipping industry is making efforts to meet the IMO’s 2050 decarbonisation targets, shipowners and shipmanagers have to navigate various solutions for energy transition, from electric batteries for shoreline activity to a variety of fuels like LNG, methanol, LPG, and ethane as well as alternative fuels like ammonia, synthetic methane, and green hydrogen. 
BunkerMetric, a Denmark-based digital technology firm, is working to assist operators and bunker buyers in finding the best bunker purchasing plan with its BunkerPlanner analytical tool.
Before setting up BunkerMetric, co-founder Christian Plum saw that the bunkering industry was underserved with analytical tools which could create transparency, lower costs and assist planners and buyers to make good decisions faster.
“The industry is always hungry for good cost savings, which is a good door-opener, but what we believe can help our tools stick with customers is how we can address some of the real pain points. How can I quickly adapt to changed market conditions? How can I reduce the risk of bad business practices and personal bias by adding more transparency to bunker purchasing and the supply chain? How can I make shipping greener and lower fuel costs by calculating the voyage execution?” Plum says.
BunkerMetric’s tools now focus on the existing fuel supply chains currently covering VLSFO, MGO and HFO, adding new fuel types such as LNG as their availability and market develops.
“We are keenly watching how this green fuel transition discussion is evolving and are preparing to support this in our operational tools,” Plum says.
Plum reckons in the longer run new carbon neutral fuels and engines will develop and become dominant, but currently the world’s fleet is geared towards carbon-based products and this fleet will only be slowly replaced over the next 30 years. Meanwhile, public opinion and more and more governments expect and will eventually demand a transition to greener fuels soon.
“Ultimately we will need to turn the current fleet of ships into green ships. It will be too costly to completely replace engines and storage tanks for new fuel types, so there is a need, at least transitionally, for fuels which are both green and, perhaps with minor modifications, can be carried and burned with storage tanks and engines predominant now,” Plum says, adding that it could be bio-fuels or power-to-liquid fuels with the right properties that can be transported with current bunker industry infrastructure and burned in currently used engines.
BunkerPlanner interfaces with data from relevant systems and also includes all auxiliary costs for a bunkering as port call costs, barge cost, deviation cost, opportunity / TC costs to calculate the overall cheapest port; and forecast the bunker consumption to decide on the right volume.
“By including all relevant costs, and calculating these against each other to find the best options, it gives transparency that you are buying the right amount, in the right place,” Plum claims."
Standards being developed for methanol-powered tankers,"December 10, 2020",https://splash247.com/standards-being-developed-for-methanol-powered-tankers/,"A coalition of Hyundai Mipo Dockyard, MAN Energy Solutions and the Methanol Institute have commenced a project that will enable product tanker charterers and shipowners to utilise methanol as fuel.
The parties will work together to develop a design that meets all prevailing safety requirements with minimal loss of cargo capacity and low additional build costs.
The resulting design – Low Emission Advanced Products Tanker (LEAP) – has been granted Approval in Principle by classification society DNV GL. The vessel will have a service speed of 14.5 knots and effective range of 17,400 nautical miles using methanol as primary fuel and an effective range of 21,900 nautical miles using very low sulfur fuel oil (VLSFO).
“HMD is pleased to have provided initial and detailed design for the LEAP vessel design using the experience accumulated from successful dual fuel methanol carriers for numerous international owners. This design results in estimated cargo loss of 0.5% for a low construction premium, providing shipowners with the ability to build a low emissions vessel today,” said YH Chung, Head of Initial Design Department, Hyundai Mipo Dockyard.
The Methanol Institute believes the next few years will be crucial ones for the adoption of fuels that can begin to have an impact on global carbon emissions from shipping. Huge investment will be required to produce renewable fuels and owners may have to demonstrate that they have taken steps to address their environmental performance in order to access fresh capital in future.
“This vessel design demonstrates that newbuild or conversion can be straightforward and cost effective and extends the trading life of the asset as it can use renewable Methanol as more becomes available,” said Chris Chatterton, chief operating officer of The Methanol Institute."
Uniper Energy and Neutral Fuels team up to provide biofuels at Fujairah,"November 25, 2020",https://splash247.com/uniper-energy-and-neutral-fuels-team-up-to-provide-biofuels-at-fujairah/,"German energy firm Uniper Energy, through its marine fuel unit Uniper Energy DMCC (UED), has formed a partnership with UAE-based Neutral Fuels to provide maritime biofuel in Fujairah, UAE.
The two companies will blend UED’s very low sulphur fuel oil (VLSFO) and Neutral Fuels’ biofuel, creating a maritime fuel that meets the IMO standard.
“The collaboration is aimed to address climate protection, the predominant social issue in the world today. UED’s mission is to help countries build up reliable and environmentally friendly energy supplies to support a global transition to cleaner energy. Collaborating with Neutral Fuels enables us to accelerate our efforts,” said Lars Liebig, managing director of UED.
According to Liebig, the fuel will be available for large tankers and containerships, and for smaller short sea and feeder vessels.
“It is fitting for the UAE to lead the way in making maritime biofuel widely available to the shipping industry. The UAE was quick to adopt the UN’s sustainable development goals and has been particularly active in working to cut emissions of CO2. This is the main culprit that creates the greenhouse gases which cause climate change,” said Gary Hubbard, chief commercial officer of Neutral Fuels."
